5,1,1,0,0x00000000,0,2,68690971950,4.274,-0.626,0.477,150,16,4274,-626,477,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.456,-0.645,0.568,72,16,4456,-645,568,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.636,-0.664,0.665,61,16,4636,-664,665,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.809,-0.681,0.766,54,16,4809,-681,766,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.995,-0.7,0.877,57,16,4995,-700,877,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,5.187,-0.72,0.995,52,16,5187,-720,995,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.268,-0.587,0.478,150,16,4268,-587,478,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.451,-0.605,0.568,150,16,4451,-605,568,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.62,-0.621,0.663,62,16,4620,-621,663,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.797,-0.637,0.765,56,16,4797,-637,765,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.978,-0.654,0.875,60,16,4978,-654,875,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,5.171,-0.672,0.993,53,16,5171,-672,993,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.248,-0.546,0.477,150,16,4248,-546,477,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.454,-0.566,0.57,150,16,4454,-566,570,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.609,-0.578,0.663,62,16,4609,-578,663,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.792,-0.594,0.766,55,16,4792,-594,766,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.973,-0.609,0.875,62,16,4973,-609,875,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,5.162,-0.625,0.992,51,16,5162,-625,992,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.248,-0.509,0.478,150,16,4248,-509,478,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.423,-0.523,0.567,129,16,4423,-523,567,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.611,-0.538,0.664,68,16,4611,-538,664,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.777,-0.551,0.764,58,16,4777,-551,764,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.955,-0.564,0.872,57,16,4955,-564,872,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,5.153,-0.579,0.991,56,16,5153,-579,991,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.229,-0.47,0.477,150,16,4229,-470,477,0,0,0
5,1,1,0,0x00000000,0,2,68690971950,4.427,-0.485,0.568,88,16,4427,-485,568,0,0,0
